ID,delinquent,Sdelinquent,term,gender,age,FICO
3283,Yes,1,36 months,Male,20-25,>500
3284,Yes,1,36 months,Male,20-25,>500
3285,Yes,1,36 months,Male,20-25,>500
3286,Yes,1,36 months,Male,20-25,>500
3287,Yes,1,36 months,Male,20-25,>500
3288,Yes,1,36 months,Male,20-25,>500
3289,Yes,1,36 months,Male,20-25,>500
3290,Yes,1,36 months,Male,20-25,>500
3291,Yes,1,36 months,Male,20-25,>500
3292,Yes,1,36 months,Male,20-25,>500
3293,Yes,1,36 months,Male,20-25,>500
3294,Yes,1,36 months,Male,20-25,>500
3295,Yes,1,36 months,Male,20-25,>500
3296,Yes,1,36 months,Male,20-25,>500
3297,Yes,1,36 months,Male,20-25,>500
3298,Yes,1,36 months,Male,20-25,>500
3299,Yes,1,36 months,Male,20-25,>500
3300,Yes,1,36 months,Male,20-25,>500
3301,Yes,1,36 months,Male,20-25,>500
3302,Yes,1,36 months,Male,20-25,>500
3303,Yes,1,36 months,Male,20-25,>500
3304,Yes,1,36 months,Male,20-25,>500
3305,Yes,1,36 months,Male,20-25,>500
3306,Yes,1,36 months,Male,20-25,>500
3307,Yes,1,36 months,Male,20-25,>500
3308,Yes,1,36 months,Male,20-25,>500
3309,Yes,1,36 months,Male,20-25,>500
3310,Yes,1,36 months,Male,20-25,>500
3311,Yes,1,36 months,Male,20-25,>500
3312,Yes,1,36 months,Male,20-25,>500
3313,Yes,1,36 months,Male,20-25,>500
3314,Yes,1,36 months,Male,20-25,>500
3315,Yes,1,36 months,Male,20-25,>500
3316,Yes,1,36 months,Male,20-25,>500
3317,Yes,1,36 months,Male,20-25,>500
3318,Yes,1,36 months,Male,20-25,>500
3319,Yes,1,36 months,Male,20-25,>500
3320,Yes,1,36 months,Male,20-25,>500
3321,Yes,1,36 months,Male,20-25,>500
3322,Yes,1,36 months,Male,20-25,>500
3323,Yes,1,36 months,Male,20-25,>500
3324,Yes,1,36 months,Male,20-25,>500
3325,No,0,36 months,Male,20-25,>500
3326,No,0,36 months,Male,20-25,>500
3327,No,0,36 months,Male,20-25,>500
3328,No,0,36 months,Male,20-25,>500
3329,No,0,36 months,Male,20-25,>500
3330,No,0,36 months,Male,20-25,>500
3331,No,0,36 months,Male,20-25,>500
3332,No,0,36 months,Male,20-25,>500
3333,No,0,36 months,Male,20-25,>500
3334,No,0,36 months,Male,20-25,>500
3335,No,0,36 months,Male,20-25,>500
3336,No,0,36 months,Male,20-25,>500
3337,No,0,36 months,Male,20-25,>500
3338,No,0,36 months,Male,20-25,>500
3339,No,0,36 months,Male,20-25,>500
3340,No,0,36 months,Male,20-25,>500
3341,No,0,36 months,Male,20-25,>500
3342,No,0,36 months,Male,20-25,>500
3343,No,0,36 months,Male,20-25,>500
3344,No,0,36 months,Male,20-25,>500
3345,No,0,36 months,Male,20-25,>500
3346,No,0,36 months,Male,20-25,>500
3347,No,0,36 months,Male,20-25,>500
3348,No,0,36 months,Male,20-25,>500
3349,No,0,36 months,Male,20-25,>500
3350,No,0,36 months,Male,20-25,>500
3351,No,0,36 months,Male,20-25,>500
3352,No,0,36 months,Male,20-25,>500
3353,No,0,36 months,Male,20-25,>500
3354,No,0,36 months,Male,20-25,>500
3355,No,0,36 months,Male,20-25,>500
3356,No,0,36 months,Male,20-25,>500
3357,No,0,36 months,Male,20-25,>500
3358,No,0,36 months,Male,20-25,>500
3359,No,0,36 months,Male,20-25,>500
3360,No,0,36 months,Male,20-25,>500
3361,No,0,36 months,Male,20-25,>500
3362,No,0,36 months,Male,20-25,>500
3363,No,0,36 months,Male,20-25,>500
3364,No,0,36 months,Male,20-25,>500
3365,No,0,36 months,Male,20-25,>500
3366,No,0,36 months,Male,20-25,>500
3367,No,0,36 months,Male,20-25,>500
3368,No,0,36 months,Male,20-25,>500
3369,No,0,36 months,Male,20-25,>500
3370,No,0,36 months,Male,20-25,>500
3371,No,0,36 months,Male,20-25,>500
3372,No,0,36 months,Male,20-25,>500
3373,No,0,36 months,Male,20-25,>500
3374,No,0,36 months,Male,20-25,>500
3375,No,0,36 months,Male,20-25,>500
3376,No,0,36 months,Male,20-25,>500
3377,No,0,36 months,Male,20-25,>500
3378,No,0,36 months,Male,20-25,>500
3379,No,0,36 months,Male,20-25,>500
3380,No,0,36 months,Male,20-25,>500
3381,No,0,36 months,Male,20-25,>500
3382,No,0,36 months,Male,20-25,>500
3383,No,0,36 months,Male,20-25,>500
3384,No,0,36 months,Male,20-25,>500
3385,No,0,36 months,Male,20-25,>500
3386,No,0,36 months,Male,20-25,>500
3387,No,0,36 months,Male,20-25,>500
3388,No,0,36 months,Male,20-25,>500
3389,No,0,36 months,Male,20-25,>500
3390,No,0,36 months,Male,20-25,>500
3391,No,0,36 months,Male,20-25,>500
3392,No,0,36 months,Male,20-25,>500
3393,No,0,36 months,Male,20-25,>500
3394,No,0,36 months,Male,20-25,>500
3395,No,0,36 months,Male,20-25,>500
3396,No,0,36 months,Male,20-25,>500
3397,No,0,36 months,Male,20-25,>500
3398,No,0,36 months,Male,20-25,>500
3399,No,0,36 months,Male,20-25,>500
3400,No,0,36 months,Male,20-25,>500
3401,No,0,36 months,Male,20-25,>500
3402,No,0,36 months,Male,20-25,>500
3403,No,0,36 months,Male,20-25,>500
3404,No,0,36 months,Male,20-25,>500
3405,No,0,36 months,Male,20-25,>500
3406,No,0,36 months,Male,20-25,>500
3407,No,0,36 months,Male,20-25,>500
3408,No,0,36 months,Male,20-25,>500
3409,No,0,36 months,Male,20-25,>500
3410,No,0,36 months,Male,20-25,>500
3411,No,0,36 months,Male,20-25,>500
3412,No,0,36 months,Male,20-25,>500
3413,No,0,36 months,Male,20-25,>500
3414,No,0,36 months,Male,20-25,>500
3415,No,0,36 months,Male,20-25,>500
3416,No,0,36 months,Male,20-25,>500
3417,No,0,36 months,Male,20-25,>500
3418,No,0,36 months,Male,20-25,>500
3419,No,0,36 months,Male,20-25,>500
3420,No,0,36 months,Male,20-25,>500
3421,No,0,36 months,Male,20-25,>500
3422,No,0,36 months,Male,20-25,>500
3423,No,0,36 months,Male,20-25,>500
3424,No,0,36 months,Male,20-25,>500
3425,No,0,36 months,Male,20-25,>500
3426,No,0,36 months,Male,20-25,>500
3427,No,0,36 months,Male,20-25,>500
3428,No,0,36 months,Male,20-25,>500
3429,No,0,36 months,Male,20-25,>500
3430,No,0,36 months,Male,20-25,>500
3431,No,0,36 months,Male,20-25,>500
3432,No,0,36 months,Male,20-25,>500
3433,No,0,36 months,Male,20-25,>500
3434,No,0,36 months,Male,20-25,>500
3435,No,0,36 months,Male,20-25,>500
3436,No,0,36 months,Male,20-25,>500
3437,No,0,36 months,Male,20-25,>500
3438,No,0,36 months,Male,20-25,>500
3439,No,0,36 months,Male,20-25,>500
3440,No,0,36 months,Male,20-25,>500
3441,No,0,36 months,Male,20-25,>500
3442,No,0,36 months,Male,20-25,>500
3443,No,0,36 months,Male,20-25,>500
3444,No,0,36 months,Male,20-25,>500
3445,No,0,36 months,Male,20-25,>500
3446,No,0,36 months,Male,20-25,>500
3447,No,0,36 months,Male,20-25,>500
3448,No,0,36 months,Male,20-25,>500
3449,No,0,36 months,Male,20-25,>500
3450,No,0,36 months,Male,20-25,>500
3451,No,0,36 months,Male,20-25,>500
3452,No,0,36 months,Male,20-25,>500
3453,No,0,36 months,Male,20-25,>500
3454,No,0,36 months,Male,20-25,>500
3455,No,0,36 months,Male,20-25,>500
3456,No,0,36 months,Male,20-25,>500
3457,No,0,36 months,Male,20-25,>500
3458,No,0,36 months,Male,20-25,>500
3459,No,0,36 months,Male,20-25,>500
3460,No,0,36 months,Male,20-25,>500
3461,No,0,36 months,Male,20-25,>500
3462,No,0,36 months,Male,20-25,>500
3463,No,0,36 months,Male,20-25,>500
3464,No,0,36 months,Male,20-25,>500
3465,No,0,36 months,Male,20-25,>500
3466,No,0,36 months,Male,20-25,>500
3467,No,0,36 months,Male,20-25,>500
3468,No,0,36 months,Male,20-25,>500
3469,No,0,36 months,Male,20-25,>500
3470,No,0,36 months,Male,20-25,>500
3471,No,0,36 months,Male,20-25,>500
3472,No,0,36 months,Male,20-25,>500
3473,No,0,36 months,Male,20-25,>500
3474,No,0,36 months,Male,20-25,>500
3475,No,0,36 months,Male,20-25,>500
3476,No,0,36 months,Male,20-25,>500
3477,No,0,36 months,Male,20-25,>500
3478,No,0,36 months,Male,20-25,>500
3479,No,0,36 months,Male,20-25,>500
3480,No,0,36 months,Male,20-25,>500
3481,No,0,36 months,Male,20-25,>500
3482,No,0,36 months,Male,20-25,>500
3483,No,0,36 months,Male,20-25,>500
3484,No,0,36 months,Male,20-25,>500
3485,No,0,36 months,Male,20-25,>500
3486,No,0,36 months,Male,20-25,>500
3487,No,0,36 months,Male,20-25,>500
3488,No,0,36 months,Male,20-25,>500
3489,No,0,36 months,Male,20-25,>500
3490,No,0,36 months,Male,20-25,>500
3491,No,0,36 months,Male,20-25,>500
3492,No,0,36 months,Male,20-25,>500
3493,No,0,36 months,Male,20-25,>500
3494,No,0,36 months,Male,20-25,>500
3495,No,0,36 months,Male,20-25,>500
3496,No,0,36 months,Male,20-25,>500
3497,No,0,36 months,Male,20-25,>500
3498,No,0,36 months,Male,20-25,>500
3499,No,0,36 months,Male,20-25,>500
3500,No,0,36 months,Male,20-25,>500
3501,No,0,36 months,Male,20-25,>500
3502,No,0,36 months,Male,20-25,>500
3503,No,0,36 months,Male,20-25,>500
3504,No,0,36 months,Male,20-25,>500
3505,No,0,36 months,Male,20-25,>500
3506,No,0,36 months,Male,20-25,>500
3507,No,0,36 months,Male,20-25,>500
3508,No,0,36 months,Male,20-25,>500
3509,No,0,36 months,Male,20-25,>500
3510,No,0,36 months,Male,20-25,>500
3511,No,0,36 months,Male,20-25,>500
3512,No,0,36 months,Male,20-25,>500
3513,No,0,36 months,Male,20-25,>500
3514,No,0,36 months,Male,20-25,>500
3515,No,0,36 months,Male,20-25,>500
3516,No,0,36 months,Male,20-25,>500
3517,No,0,36 months,Male,20-25,>500
3518,No,0,36 months,Male,20-25,>500
3519,No,0,36 months,Male,20-25,>500
3520,No,0,36 months,Male,20-25,>500
3521,No,0,36 months,Male,20-25,>500
3522,No,0,36 months,Male,20-25,>500
3523,No,0,36 months,Male,20-25,>500
3524,No,0,36 months,Male,20-25,>500
3525,No,0,36 months,Male,20-25,>500
3526,No,0,36 months,Male,20-25,>500
3527,No,0,36 months,Male,20-25,>500
3528,No,0,36 months,Male,20-25,>500
3529,No,0,36 months,Male,20-25,>500
3530,No,0,36 months,Male,20-25,>500
3531,No,0,36 months,Male,20-25,>500
3532,No,0,36 months,Male,20-25,>500
3533,No,0,36 months,Male,20-25,>500
3534,No,0,36 months,Male,20-25,>500
3535,No,0,36 months,Male,20-25,>500
3536,No,0,36 months,Male,20-25,>500
3537,No,0,36 months,Male,20-25,>500
3538,No,0,36 months,Male,20-25,>500
3539,No,0,36 months,Male,20-25,>500
3540,No,0,36 months,Male,20-25,>500
3541,No,0,36 months,Male,20-25,>500
3542,No,0,36 months,Male,20-25,>500
3543,No,0,36 months,Male,20-25,>500
3544,No,0,36 months,Male,20-25,>500
3545,No,0,36 months,Male,20-25,>500
3546,No,0,36 months,Male,20-25,>500
3547,No,0,36 months,Male,20-25,>500
3548,No,0,36 months,Male,20-25,>500
3549,No,0,36 months,Male,20-25,>500
3550,No,0,36 months,Male,20-25,>500
3551,No,0,36 months,Male,20-25,>500
3552,No,0,36 months,Male,20-25,>500
3553,No,0,36 months,Male,20-25,>500
3554,No,0,36 months,Male,20-25,>500
3555,No,0,36 months,Male,20-25,>500
3556,No,0,36 months,Male,20-25,>500
3557,No,0,36 months,Male,20-25,>500
3558,No,0,36 months,Male,20-25,>500
3559,No,0,36 months,Male,20-25,>500
3560,No,0,36 months,Male,20-25,>500
3561,No,0,36 months,Male,20-25,>500
3562,No,0,36 months,Male,20-25,>500
3563,No,0,36 months,Male,20-25,>500
3564,No,0,36 months,Male,20-25,>500
3565,No,0,36 months,Male,20-25,>500
3566,No,0,36 months,Male,20-25,>500
3567,No,0,36 months,Male,20-25,>500
3568,No,0,36 months,Male,20-25,>500
3569,No,0,36 months,Male,20-25,>500
3570,No,0,36 months,Male,20-25,>500
3571,No,0,36 months,Male,20-25,>500
3572,No,0,36 months,Male,20-25,>500
3573,No,0,36 months,Male,20-25,>500
3574,No,0,36 months,Male,20-25,>500
3575,No,0,36 months,Male,20-25,>500
3576,No,0,36 months,Male,20-25,>500
3577,No,0,36 months,Male,20-25,>500
3578,No,0,36 months,Male,20-25,>500
3579,No,0,36 months,Male,20-25,>500
3580,No,0,36 months,Male,20-25,>500
3581,No,0,36 months,Male,20-25,>500
3582,No,0,36 months,Male,20-25,>500
3583,No,0,36 months,Male,20-25,>500
3584,No,0,36 months,Male,20-25,>500
3585,No,0,36 months,Male,20-25,>500
3586,No,0,36 months,Male,20-25,>500
3587,No,0,36 months,Male,20-25,>500
3588,No,0,36 months,Male,20-25,>500
3589,No,0,36 months,Male,20-25,>500
3590,No,0,36 months,Male,20-25,>500
3591,No,0,36 months,Male,20-25,>500
3592,No,0,36 months,Male,20-25,>500
3593,No,0,36 months,Male,20-25,>500
3594,No,0,36 months,Male,20-25,>500
3595,No,0,36 months,Male,20-25,>500
3596,No,0,36 months,Male,20-25,>500
3597,No,0,36 months,Male,20-25,>500
3598,No,0,36 months,Male,20-25,>500
3599,No,0,36 months,Male,20-25,>500
3600,No,0,36 months,Male,20-25,>500
3601,No,0,36 months,Male,20-25,>500
3602,No,0,36 months,Male,20-25,>500
3603,No,0,36 months,Male,20-25,>500
3604,No,0,36 months,Male,20-25,>500
3605,No,0,36 months,Male,20-25,>500
3606,No,0,36 months,Male,20-25,>500
3607,No,0,36 months,Male,20-25,>500
3608,No,0,36 months,Male,20-25,>500
3609,No,0,36 months,Male,20-25,>500
3610,No,0,36 months,Male,20-25,>500
3611,No,0,36 months,Male,20-25,>500
3612,No,0,36 months,Male,20-25,>500
3613,No,0,36 months,Male,20-25,>500
3614,No,0,36 months,Male,20-25,>500
3615,No,0,36 months,Male,20-25,>500
3616,No,0,36 months,Male,20-25,>500
3617,No,0,36 months,Male,20-25,>500
3618,No,0,36 months,Male,20-25,>500
3619,No,0,36 months,Male,20-25,>500
3620,No,0,36 months,Male,20-25,>500
3621,No,0,36 months,Male,20-25,>500
3622,No,0,36 months,Male,20-25,>500
3623,No,0,36 months,Male,20-25,>500
3624,No,0,36 months,Male,20-25,>500
3625,No,0,36 months,Male,20-25,>500
3626,No,0,36 months,Male,20-25,>500
3627,No,0,36 months,Male,20-25,>500
3628,No,0,36 months,Male,20-25,>500
3629,No,0,36 months,Male,20-25,>500
3630,No,0,36 months,Male,20-25,>500
3631,No,0,36 months,Male,20-25,>500
3632,No,0,36 months,Male,20-25,>500
3633,No,0,36 months,Male,20-25,>500
3634,No,0,36 months,Male,20-25,>500
3635,No,0,36 months,Male,20-25,>500
3636,No,0,36 months,Male,20-25,>500
3637,No,0,36 months,Male,20-25,>500
3638,No,0,36 months,Male,20-25,>500
3639,No,0,36 months,Male,20-25,>500
3640,No,0,36 months,Male,20-25,>500
3641,No,0,36 months,Male,20-25,>500
3642,No,0,36 months,Male,20-25,>500
3643,No,0,36 months,Male,20-25,>500
3644,No,0,36 months,Male,20-25,>500
3645,No,0,36 months,Male,20-25,>500
3646,No,0,36 months,Male,20-25,>500
3647,No,0,36 months,Male,20-25,>500
3648,No,0,36 months,Male,20-25,>500
3649,No,0,36 months,Male,20-25,>500
3650,No,0,36 months,Male,20-25,>500
3651,No,0,36 months,Male,20-25,>500
3652,No,0,36 months,Male,20-25,>500
3653,No,0,36 months,Male,20-25,>500
3654,No,0,36 months,Male,20-25,>500
3655,No,0,36 months,Male,20-25,>500
3656,No,0,36 months,Male,20-25,>500
3657,No,0,36 months,Male,20-25,>500
3658,No,0,36 months,Male,20-25,>500
3659,No,0,36 months,Male,20-25,>500
3660,No,0,36 months,Male,20-25,>500
3661,No,0,36 months,Male,20-25,>500
3662,No,0,36 months,Male,20-25,>500
3663,No,0,36 months,Male,20-25,>500
3664,No,0,36 months,Male,20-25,>500
3665,No,0,36 months,Male,20-25,>500
3666,No,0,36 months,Male,20-25,>500
3667,No,0,36 months,Male,20-25,>500
3668,No,0,36 months,Male,20-25,>500
3669,No,0,36 months,Male,20-25,>500
3670,No,0,36 months,Male,20-25,>500
3671,No,0,36 months,Male,20-25,>500
3672,No,0,36 months,Male,20-25,>500
3673,No,0,36 months,Male,20-25,>500
3674,No,0,36 months,Male,20-25,>500
3675,No,0,36 months,Male,20-25,>500
3676,No,0,36 months,Male,20-25,>500
3677,No,0,36 months,Male,20-25,>500
3678,No,0,36 months,Male,20-25,>500
3679,No,0,36 months,Male,20-25,>500
3680,No,0,36 months,Male,20-25,>500
3681,No,0,36 months,Male,20-25,>500
3682,No,0,36 months,Male,20-25,>500
3683,No,0,36 months,Male,20-25,>500
3684,No,0,36 months,Male,20-25,>500
3685,No,0,36 months,Male,20-25,>500
3686,No,0,36 months,Male,20-25,>500
3687,No,0,36 months,Male,20-25,>500
3688,No,0,36 months,Male,20-25,>500
3689,No,0,36 months,Male,20-25,>500
3690,No,0,36 months,Male,20-25,>500
3691,No,0,36 months,Male,20-25,>500
3692,No,0,36 months,Male,20-25,>500
3693,No,0,36 months,Male,20-25,>500
3694,No,0,36 months,Male,20-25,>500
3695,No,0,36 months,Male,20-25,>500
3696,No,0,36 months,Male,20-25,>500
3697,No,0,36 months,Male,20-25,>500
3698,No,0,36 months,Male,20-25,>500
3699,No,0,36 months,Male,20-25,>500
3700,No,0,36 months,Male,20-25,>500
3701,No,0,36 months,Male,20-25,>500
3702,No,0,36 months,Male,20-25,>500
3703,No,0,36 months,Male,20-25,>500
3704,No,0,36 months,Male,20-25,>500
3705,No,0,36 months,Male,20-25,>500
3706,No,0,36 months,Male,20-25,>500
3707,No,0,36 months,Male,20-25,>500
3708,No,0,36 months,Male,20-25,>500
3709,No,0,36 months,Male,20-25,>500
3710,No,0,36 months,Male,20-25,>500
3711,No,0,36 months,Male,20-25,>500
3712,No,0,36 months,Male,20-25,>500
3713,No,0,36 months,Male,20-25,>500
3714,No,0,36 months,Male,20-25,>500
3715,No,0,36 months,Male,20-25,>500
3716,No,0,36 months,Male,20-25,>500
3717,No,0,36 months,Male,20-25,>500
3718,No,0,36 months,Male,20-25,>500
3719,No,0,36 months,Male,20-25,>500
3720,No,0,36 months,Male,20-25,>500
3721,No,0,36 months,Male,20-25,>500
3722,No,0,36 months,Male,20-25,>500
3723,No,0,36 months,Male,20-25,>500
3724,No,0,36 months,Male,20-25,>500
3725,No,0,36 months,Male,20-25,>500
3726,No,0,36 months,Male,20-25,>500
3727,No,0,36 months,Male,20-25,>500
3728,No,0,36 months,Male,20-25,>500
3729,No,0,36 months,Male,20-25,>500
3730,No,0,36 months,Male,20-25,>500
3731,No,0,36 months,Male,20-25,>500
3732,No,0,36 months,Male,20-25,>500
3733,No,0,36 months,Male,20-25,>500
3734,No,0,36 months,Male,20-25,>500
3735,No,0,36 months,Male,20-25,>500
3736,No,0,36 months,Male,20-25,>500
3737,No,0,36 months,Male,20-25,>500
3738,No,0,36 months,Male,20-25,>500
3739,No,0,36 months,Male,20-25,>500
3740,No,0,36 months,Male,20-25,>500
3741,No,0,36 months,Male,20-25,>500
3742,No,0,36 months,Male,20-25,>500
3743,No,0,36 months,Male,20-25,>500
3744,No,0,36 months,Male,20-25,>500
3745,No,0,36 months,Male,20-25,>500
3746,No,0,36 months,Male,20-25,>500
3747,No,0,36 months,Male,20-25,>500
3748,No,0,36 months,Male,20-25,>500
3749,No,0,36 months,Male,20-25,>500
3750,No,0,36 months,Male,20-25,>500
3751,No,0,36 months,Male,20-25,>500
3752,No,0,36 months,Male,20-25,>500
3753,No,0,36 months,Male,20-25,>500
3754,No,0,36 months,Male,20-25,>500
3755,No,0,36 months,Male,20-25,>500
3756,No,0,36 months,Male,20-25,>500
3757,No,0,36 months,Male,20-25,>500
3758,No,0,36 months,Male,20-25,>500
3759,No,0,36 months,Male,20-25,>500
3760,No,0,36 months,Male,20-25,>500
3761,No,0,36 months,Male,20-25,>500
3762,No,0,36 months,Male,20-25,>500
3763,No,0,36 months,Male,20-25,>500
3764,No,0,36 months,Male,20-25,>500
3765,No,0,36 months,Male,20-25,>500
3766,No,0,36 months,Male,20-25,>500
3767,No,0,36 months,Male,20-25,>500
3768,No,0,36 months,Male,20-25,>500
3769,No,0,36 months,Male,20-25,>500
3770,No,0,36 months,Male,20-25,>500
3771,No,0,36 months,Male,20-25,>500
3772,No,0,36 months,Male,20-25,>500
3773,No,0,36 months,Male,20-25,>500
3774,No,0,36 months,Male,20-25,>500
3775,No,0,36 months,Male,20-25,>500
3776,No,0,36 months,Male,20-25,>500
3777,No,0,36 months,Male,20-25,>500
3778,No,0,36 months,Male,20-25,>500
3779,No,0,36 months,Male,20-25,>500
3780,No,0,36 months,Male,20-25,>500
3781,No,0,36 months,Male,20-25,>500
3782,No,0,36 months,Male,20-25,>500
3783,Yes,1,36 months,Male,>25,>500
3784,Yes,1,36 months,Male,>25,>500
3785,Yes,1,36 months,Male,>25,>500
3786,Yes,1,36 months,Male,>25,>500
3787,Yes,1,36 months,Male,>25,>500
3788,Yes,1,36 months,Male,>25,>500
3789,Yes,1,36 months,Male,>25,>500
3790,Yes,1,36 months,Male,>25,>500
3791,Yes,1,36 months,Male,>25,>500
3792,Yes,1,36 months,Male,>25,>500
3793,Yes,1,36 months,Male,>25,>500
3794,Yes,1,36 months,Male,>25,>500
3795,Yes,1,36 months,Male,>25,>500
3796,Yes,1,36 months,Male,>25,>500
3797,Yes,1,36 months,Male,>25,>500
3798,Yes,1,36 months,Male,>25,>500
3799,Yes,1,36 months,Male,>25,>500
3800,Yes,1,36 months,Male,>25,>500
3801,Yes,1,36 months,Male,>25,>500
3802,Yes,1,36 months,Male,>25,>500
3803,Yes,1,36 months,Male,>25,>500
3804,Yes,1,36 months,Male,>25,>500
3805,Yes,1,36 months,Male,>25,>500
3806,Yes,1,36 months,Male,>25,>500
3807,Yes,1,36 months,Male,>25,>500
3808,Yes,1,36 months,Male,>25,>500
3809,Yes,1,36 months,Male,>25,>500
3810,Yes,1,36 months,Male,>25,>500
3811,Yes,1,36 months,Male,>25,>500
3812,Yes,1,36 months,Male,>25,>500
3813,Yes,1,36 months,Male,>25,>500
3814,Yes,1,36 months,Male,>25,>500
3815,Yes,1,36 months,Male,>25,>500
3816,Yes,1,36 months,Male,>25,>500
3817,Yes,1,36 months,Male,>25,>500
3818,Yes,1,36 months,Male,>25,>500
3819,Yes,1,36 months,Male,>25,>500
3820,Yes,1,36 months,Male,>25,>500
3821,Yes,1,36 months,Male,>25,>500
3822,Yes,1,36 months,Male,>25,>500
3823,Yes,1,36 months,Male,>25,>500
3824,Yes,1,36 months,Male,>25,>500
3825,Yes,1,36 months,Male,>25,>500
3826,Yes,1,36 months,Male,>25,>500
3827,Yes,1,36 months,Male,>25,>500
3828,Yes,1,36 months,Male,>25,>500
3829,Yes,1,36 months,Male,>25,>500
3830,Yes,1,36 months,Male,>25,>500
3831,Yes,1,36 months,Male,>25,>500
3832,Yes,1,36 months,Male,>25,>500
3833,Yes,1,36 months,Male,>25,>500
3834,Yes,1,36 months,Male,>25,>500
3835,Yes,1,36 months,Male,>25,>500
3836,Yes,1,36 months,Male,>25,>500
3837,Yes,1,36 months,Male,>25,>500
3838,Yes,1,36 months,Male,>25,>500
3839,Yes,1,36 months,Male,>25,>500
3840,Yes,1,36 months,Male,>25,>500
3841,Yes,1,36 months,Male,>25,>500
3842,Yes,1,36 months,Male,>25,>500
3843,Yes,1,36 months,Male,>25,>500
3844,Yes,1,36 months,Male,>25,>500
3845,Yes,1,36 months,Male,>25,>500
3846,Yes,1,36 months,Male,>25,>500
3847,Yes,1,36 months,Male,>25,>500
3848,Yes,1,36 months,Male,>25,>500
3849,Yes,1,36 months,Male,>25,>500
3850,Yes,1,36 months,Male,>25,>500
3851,Yes,1,36 months,Male,>25,>500
3852,Yes,1,36 months,Male,>25,>500
3853,Yes,1,36 months,Male,>25,>500
3854,Yes,1,36 months,Male,>25,>500
3855,Yes,1,36 months,Male,>25,>500
3856,Yes,1,36 months,Male,>25,>500
3857,Yes,1,36 months,Male,>25,>500
3858,Yes,1,36 months,Male,>25,>500
3859,Yes,1,36 months,Male,>25,>500
3860,Yes,1,36 months,Male,>25,>500
3861,Yes,1,36 months,Male,>25,>500
3862,Yes,1,36 months,Male,>25,>500
3863,Yes,1,36 months,Male,>25,>500
3864,Yes,1,36 months,Male,>25,>500
3865,Yes,1,36 months,Male,>25,>500
3866,Yes,1,36 months,Male,>25,>500
3867,Yes,1,36 months,Male,>25,>500
3868,Yes,1,36 months,Male,>25,>500
3869,Yes,1,36 months,Male,>25,>500
3870,Yes,1,36 months,Male,>25,>500
3871,Yes,1,36 months,Male,>25,>500
3872,Yes,1,36 months,Male,>25,>500
3873,Yes,1,36 months,Male,>25,>500
3874,Yes,1,36 months,Male,>25,>500
3875,Yes,1,36 months,Male,>25,>500
3876,Yes,1,36 months,Male,>25,>500
3877,Yes,1,36 months,Male,>25,>500
3878,Yes,1,36 months,Male,>25,>500
3879,Yes,1,36 months,Male,>25,>500
3880,Yes,1,36 months,Male,>25,>500
3881,Yes,1,36 months,Male,>25,>500
3882,Yes,1,36 months,Male,>25,>500
3883,Yes,1,36 months,Male,>25,>500
3884,Yes,1,36 months,Male,>25,>500
3885,Yes,1,36 months,Male,>25,>500
3886,Yes,1,36 months,Male,>25,>500
3887,Yes,1,36 months,Male,>25,>500
3888,Yes,1,36 months,Male,>25,>500
3889,Yes,1,36 months,Male,>25,>500
3890,Yes,1,36 months,Male,>25,>500
3891,Yes,1,36 months,Male,>25,>500
3892,Yes,1,36 months,Male,>25,>500
3893,Yes,1,36 months,Male,>25,>500
3894,Yes,1,36 months,Male,>25,>500
3895,Yes,1,36 months,Male,>25,>500
3896,Yes,1,36 months,Male,>25,>500
3897,Yes,1,36 months,Male,>25,>500
3898,Yes,1,36 months,Male,>25,>500
3899,Yes,1,36 months,Male,>25,>500
3900,Yes,1,36 months,Male,>25,>500
3901,Yes,1,36 months,Male,>25,>500
3902,Yes,1,36 months,Male,>25,>500
3903,Yes,1,36 months,Male,>25,>500
3904,Yes,1,36 months,Male,>25,>500
3905,Yes,1,36 months,Male,>25,>500
3906,Yes,1,36 months,Male,>25,>500
3907,Yes,1,36 months,Male,>25,>500
3908,Yes,1,36 months,Male,>25,>500
3909,Yes,1,36 months,Male,>25,>500
3910,Yes,1,36 months,Male,>25,>500
3911,Yes,1,36 months,Male,>25,>500
3912,Yes,1,36 months,Male,>25,>500
3913,Yes,1,36 months,Male,>25,>500
3914,Yes,1,36 months,Male,>25,>500
3915,Yes,1,36 months,Male,>25,>500
3916,Yes,1,36 months,Male,>25,>500
3917,Yes,1,36 months,Male,>25,>500
3918,Yes,1,36 months,Male,>25,>500
3919,Yes,1,36 months,Male,>25,>500
3920,Yes,1,36 months,Male,>25,>500
3921,Yes,1,36 months,Male,>25,>500
3922,Yes,1,36 months,Male,>25,>500
3923,Yes,1,36 months,Male,>25,>500
3924,Yes,1,36 months,Male,>25,>500
3925,Yes,1,36 months,Male,>25,>500
3926,Yes,1,36 months,Male,>25,>500
3927,Yes,1,36 months,Male,>25,>500
3928,Yes,1,36 months,Male,>25,>500
3929,Yes,1,36 months,Male,>25,>500
3930,Yes,1,36 months,Male,>25,>500
3931,Yes,1,36 months,Male,>25,>500
3932,Yes,1,36 months,Male,>25,>500
3933,Yes,1,36 months,Male,>25,>500
3934,Yes,1,36 months,Male,>25,>500
3935,Yes,1,36 months,Male,>25,>500
3936,Yes,1,36 months,Male,>25,>500
